r_A,bulk_Li_vac_c1_s1,bulk_Li_vac_c1_s2,bulk_Li_vac_c2_s1,bulk_Li_vac_c2_s2,bulk_ordered,gb_Sigma3_t1,gb_Sigma3_t1_Li_vac_c1_s1,gb_Sigma3_t1_Li_vac_c1_s2,gb_Sigma3_t1_Li_vac_c2_s1,gb_Sigma3_t1_Li_vac_c2_s2,gb_Sigma3_t2,gb_Sigma3_t2_Li_vac_c1_s1,gb_Sigma3_t2_Li_vac_c1_s2,gb_Sigma3_t2_Li_vac_c2_s1,gb_Sigma3_t2_Li_vac_c2_s2,gb_Sigma3_t3,gb_Sigma3_t3_Li_vac_c1_s1,gb_Sigma3_t3_Li_vac_c1_s2,gb_Sigma3_t3_Li_vac_c2_s1,gb_Sigma3_t3_Li_vac_c2_s2
1.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.275,0.0,0.0,0.0,0.0,0.0,0.0,0.304107,0.0,0.0,0.0,0.0,0.0,0.304107,0.0,0.0,0.0,0.304107,0.0,0.0,0.0
2.325,1.674815,0.0,0.0,0.0,0.0,6.963783,1.455843,0.0,0.0,0.0,0.0,0.0,2.911686,0.0,0.0,9.285044,6.988047,0.0,0.0,6.135921
2.375,2.808822,0.0,0.0,0.0,0.0,0.0,4.464614,0.0,0.0,0.0,0.0,0.0,3.348461,0.0,0.0,4.449112,4.743653,0.0,0.0,5.320267
2.425,4.233731,0.0,0.0,0.0,0.0,12.802625,4.550062,0.0,0.0,0.0,0.0,0.0,5.353014,0.0,0.0,4.267542,4.817712,0.0,0.0,5.908904
2.475,9.976267,0.0,0.0,0.0,0.0,18.435884,12.847306,0.0,0.0,0.0,0.0,0.0,12.333414,0.0,0.0,2.048432,4.111138,0.0,0.0,6.446113
2.525,10.295099,0.0,0.0,0.0,0.0,0.0,8.393618,0.0,0.0,0.0,0.0,0.0,6.171778,0.0,0.0,13.77678,6.418649,0.0,0.0,4.706952
2.575,8.533779,0.0,0.0,0.0,0.0,0.0,3.560659,0.0,0.0,0.0,0.0,0.0,4.747545,0.0,0.0,1.892424,5.697054,0.0,0.0,5.955181
2.625,1.970829,0.0,0.0,0.0,0.0,0.0,2.055786,0.0,0.0,0.0,0.0,0.0,0.913683,0.0,0.0,5.463062,5.938939,0.0,0.0,5.730485
2.675,0.632615,0.0,0.0,0.0,0.0,0.0,2.419578,0.0,0.0,0.0,0.0,0.0,1.31977,0.0,0.0,0.0,5.938965,0.0,0.0,3.752423
2.725,1.828839,0.0,0.0,0.0,0.0,0.0,0.847856,0.0,0.0,0.0,0.0,0.0,3.391423,0.0,0.0,1.689824,1.483748,0.0,0.0,1.276231
2.775,1.469609,0.0,0.0,0.0,0.0,0.0,0.817579,0.0,0.0,0.0,0.0,0.0,1.839552,0.0,0.0,0.0,1.021973,0.0,0.0,0.615328
2.825,0.850829,0.0,0.0,0.0,0.0,0.0,0.591671,0.0,0.0,0.0,0.0,0.0,0.788895,0.0,0.0,0.0,0.0,0.0,0.0,0.59374
2.875,0.273831,0.0,0.0,0.0,0.0,0.0,1.332965,0.0,0.0,0.0,0.0,0.0,0.190424,0.0,0.0,0.0,0.0,0.0,0.0,0.764357
2.925,0.529099,0.0,0.0,0.0,0.0,0.0,0.919846,0.0,0.0,0.0,0.0,0.0,1.471753,0.0,0.0,1.466643,0.183969,0.0,0.0,0.738449
2.975,0.0,0.0,0.0,0.0,0.0,0.0,0.71135,0.0,0.0,0.0,0.0,0.0,0.71135,0.0,0.0,0.0,0.533512,0.0,0.0,0.535378
3.025,0.0,0.0,0.0,0.0,0.0,0.0,0.860036,0.0,0.0,0.0,0.0,0.0,0.688029,0.0,0.0,2.742559,0.860036,0.0,0.0,0.345217
3.075,0.23937,0.0,0.0,0.0,0.0,0.0,0.832295,0.0,0.0,0.0,0.0,0.0,0.832295,0.0,0.0,0.0,0.998754,0.0,0.0,0.668164
3.125,0.0,0.0,0.0,0.0,0.0,0.0,0.483525,0.0,0.0,0.0,0.0,0.0,0.805875,0.0,0.0,1.284924,0.32235,0.0,0.0,0.970432
3.175,0.0,0.0,0.0,0.0,0.0,0.0,0.468416,0.0,0.0,0.0,0.0,0.0,0.468416,0.0,0.0,0.0,0.936833,0.0,0.0,0.313369
3.225,0.435243,0.0,0.0,0.0,0.0,0.0,0.454005,0.0,0.0,0.0,0.0,0.0,0.454005,0.0,0.0,1.206475,0.454005,0.0,0.0,0.911184
3.275,0.211027,0.0,0.0,0.0,0.0,0.0,0.293499,0.0,0.0,0.0,0.0,0.0,0.586997,0.0,0.0,0.0,0.440248,0.0,0.0,0.736312
3.325,0.204728,0.0,0.0,0.0,0.0,0.0,0.854215,0.0,0.0,0.0,0.0,0.0,0.427107,0.0,0.0,0.0,0.569476,0.0,0.0,0.571468
3.375,0.0,0.0,0.0,0.0,0.0,0.0,0.552728,0.0,0.0,0.0,0.0,0.0,0.276364,0.0,0.0,1.101618,0.414546,0.0,0.0,0.138665
3.425,0.385896,0.0,0.0,0.0,0.0,0.0,0.805063,0.0,0.0,0.0,0.0,0.0,1.073417,0.0,0.0,1.06969,0.670885,0.0,0.0,0.538585
3.475,0.374871,0.0,0.0,0.0,0.0,0.0,1.04275,0.0,0.0,0.0,0.0,0.0,1.173094,0.0,0.0,0.0,0.912406,0.0,0.0,0.653997
3.525,0.728625,0.0,0.0,0.0,0.0,0.0,1.393395,0.0,0.0,0.0,0.0,0.0,0.633362,0.0,0.0,3.02958,0.886706,0.0,0.0,0.889807
3.575,0.53129,0.0,0.0,0.0,0.0,2.94543,1.108385,0.0,0.0,0.0,0.0,0.0,1.108385,0.0,0.0,0.0,0.615769,0.0,0.0,1.11226
3.625,0.0,65.797583,65.797583,65.797583,65.797583,0.0,1.1978,63.004283,62.98418,62.98418,63.024247,63.004283,1.1978,62.98418,62.98418,0.954913,0.23956,63.004283,62.98418,0.360596
3.675,1.00554,0.0,0.0,0.0,0.0,0.0,1.048886,0.0,0.0,0.0,0.0,0.0,1.515058,0.0,0.0,0.0,0.233086,0.0,0.0,0.350851
3.725,0.652485,0.0,0.0,0.0,0.0,16.277963,1.701529,0.0,0.0,0.0,0.0,0.0,1.588094,0.0,0.0,2.712994,1.134353,0.0,0.0,0.682991
3.775,1.111802,0.0,0.0,0.0,0.0,10.566414,1.546304,0.0,0.0,0.0,0.0,0.0,1.988106,0.0,0.0,0.880534,0.883603,0.0,0.0,1.219202
3.825,1.237629,0.0,0.0,0.0,0.0,0.0,1.183398,0.0,0.0,0.0,0.0,0.0,1.29098,0.0,0.0,0.0,1.398561,0.0,0.0,1.079578
3.875,0.602948,0.0,0.0,0.0,0.0,5.014048,1.153056,0.0,0.0,0.0,0.0,0.0,0.94341,0.0,0.0,1.671349,2.201289,0.0,0.0,1.683037
3.925,1.763054,0.0,0.0,0.0,0.0,0.0,1.226036,0.0,0.0,0.0,0.0,0.0,0.613018,0.0,0.0,2.443558,1.532545,0.817357,0.820215,1.537904
3.975,1.432483,0.0,0.0,0.0,0.0,0.0,0.996156,0.0,0.0,0.0,0.0,0.0,0.199231,0.0,0.0,0.794158,0.498078,0.0,0.0,0.899675
4.025,1.257403,0.0,0.0,0.0,0.0,0.0,0.48578,0.0,0.0,0.0,0.0,0.0,0.874405,0.0,0.0,1.549099,0.48578,0.0,0.0,0.974958
4.075,0.817824,0.0,0.0,0.0,0.0,0.0,0.758292,0.0,0.0,0.0,0.0,0.0,1.042652,0.0,0.0,1.511318,1.137438,0.0,0.0,0.570708
4.125,1.596237,0.0,0.0,0.0,0.0,0.0,0.277508,0.0,0.0,0.0,0.0,0.0,0.462513,0.0,0.0,0.737451,0.647518,0.0,0.0,0.649782
4.175,1.428381,0.0,0.0,0.0,0.0,0.0,0.632102,0.0,0.0,0.0,0.0,0.0,0.722402,0.0,0.0,0.0,0.632102,0.0,0.0,0.0
4.225,0.887583,0.0,0.0,0.0,0.0,0.0,0.881757,0.0,0.0,0.0,0.0,0.0,0.881757,0.0,0.0,0.0,0.264527,0.0,0.0,0.619388
4.275,1.486187,0.0,0.0,0.0,0.0,0.0,0.430626,0.0,0.0,0.0,0.0,0.0,0.947377,0.0,0.0,1.373218,0.258375,0.0,0.0,0.777837
4.325,1.694028,0.0,0.0,0.0,0.0,0.0,0.673163,2.019489,2.02655,2.02655,2.012477,2.019489,0.336581,2.02655,2.02655,0.670826,0.504872,0.0,0.0,0.759956
4.375,1.300772,0.0,0.0,0.0,0.0,0.0,0.904564,0.0,0.0,0.0,0.0,0.0,0.657864,0.0,0.0,0.65558,0.82233,0.0,0.0,0.495123
4.425,0.924758,0.0,0.0,0.0,0.0,0.0,0.241156,0.0,0.0,0.0,0.0,0.0,0.723467,0.0,0.0,1.922546,0.803852,0.0,0.0,0.887329
4.475,1.017235,0.0,0.0,0.0,0.0,0.0,0.628791,0.0,0.0,0.0,0.0,0.0,0.235797,0.0,0.0,0.626608,0.785989,1.257583,1.26198,0.394369
4.525,1.879217,0.0,0.0,0.0,0.0,0.0,0.768716,0.0,0.0,0.0,0.0,0.0,0.538101,0.0,0.0,0.612837,1.076202,0.0,0.0,1.234245
4.575,1.189531,0.0,0.0,0.0,0.0,0.0,0.526403,0.0,0.0,0.0,0.0,0.0,0.902406,0.0,0.0,0.0,1.203208,0.0,0.0,1.509269
4.625,0.846509,0.0,0.0,0.0,0.0,0.0,0.735833,0.0,0.0,0.0,0.0,0.0,1.10375,0.0,0.0,1.173246,1.398084,0.0,0.0,1.476813
4.675,0.828499,0.0,0.0,0.0,0.0,0.0,0.864214,0.0,0.0,0.0,0.0,0.0,0.864214,0.0,0.0,0.0,1.008249,0.0,0.0,0.867235
4.725,0.811058,0.0,0.0,0.0,0.0,0.0,1.480536,0.0,0.0,0.0,0.0,0.0,0.42301,0.0,0.0,1.12411,0.564014,0.0,0.0,1.273468
4.775,1.091972,0.0,0.0,0.0,0.0,0.0,0.897429,0.0,0.0,0.0,0.0,0.0,0.966461,0.0,0.0,0.550346,0.966461,0.0,0.0,0.692743
4.825,0.583341,0.0,0.0,0.0,0.0,0.0,0.811316,0.0,0.0,0.0,0.0,0.0,1.081754,0.0,0.0,0.538999,1.014145,0.0,0.0,0.678461
4.875,0.666675,0.0,0.0,0.0,0.0,1.583999,1.258368,0.0,0.0,0.0,0.0,0.0,1.457058,0.0,0.0,0.528,0.397379,0.0,0.0,0.46523
4.925,0.373262,0.0,0.0,0.0,0.0,3.104,0.713812,0.0,0.0,0.0,0.0,0.0,0.843596,0.0,0.0,1.034667,0.908488,0.0,0.0,1.041902
4.975,0.091449,0.0,0.0,0.0,0.0,1.520961,0.635942,0.0,0.0,0.0,0.0,0.0,0.953913,0.0,0.0,0.506987,0.572348,0.0,0.0,0.446716
5.025,0.179277,0.0,0.0,0.0,0.0,0.0,0.872689,0.0,0.0,0.0,0.0,0.0,0.685684,0.0,0.0,1.490844,1.371369,0.0,0.0,0.500423
5.075,0.175762,0.0,0.0,0.0,0.0,0.0,0.67224,0.0,0.0,0.0,0.0,0.0,0.488902,0.0,0.0,1.948817,1.34448,0.0,0.0,1.594486
5.125,0.258523,0.0,0.0,0.0,0.0,0.0,0.539335,0.0,0.0,0.0,0.0,0.0,0.539335,0.0,0.0,0.477744,0.958818,0.0,0.0,1.022306
5.175,0.422586,0.0,0.0,0.0,0.0,1.405671,0.587737,0.0,0.0,0.0,0.0,0.0,0.352642,0.0,0.0,0.937114,0.411416,0.0,0.0,1.061626
5.225,0.497445,0.0,0.0,0.0,0.0,0.0,0.288271,0.0,0.0,0.0,0.0,0.0,0.40358,0.0,0.0,0.459633,0.864814,0.922468,0.925693,0.578558
5.275,0.24403,0.0,0.0,0.0,0.0,0.0,0.339399,0.0,0.0,0.0,0.0,0.0,0.452532,0.0,0.0,1.352881,0.452532,0.0,0.0,0.567643
5.325,0.878051,0.0,0.0,0.0,0.0,0.0,0.444073,2.664441,2.673757,2.673757,2.655189,2.664441,0.721619,2.673757,2.673757,0.442532,1.110184,0.0,0.0,0.779846
5.375,0.470068,0.0,0.0,0.0,0.0,1.30301,0.544813,0.0,0.0,0.0,0.0,0.0,0.980663,0.0,0.0,0.0,0.653775,0.0,0.0,0.92942
5.425,0.53835,0.0,0.0,0.0,0.0,0.0,0.481335,0.0,0.0,0.0,0.0,0.0,0.32089,0.0,0.0,0.426367,0.534816,0.0,0.0,1.341716
5.475,0.67958,0.0,0.0,0.0,0.0,2.511693,0.577602,0.0,0.0,0.0,0.0,0.0,0.577602,0.0,0.0,0.418616,1.207713,0.840148,0.843086,0.843086
5.525,0.815633,0.0,0.0,0.0,0.0,0.0,0.825011,0.0,0.0,0.0,0.0,0.0,0.876574,0.0,0.0,0.411073,0.928137,0.0,0.0,1.086613
5.575,0.509771,0.0,0.0,0.0,0.0,1.211198,1.215418,0.0,0.0,0.0,0.0,0.0,0.860921,0.0,0.0,0.403733,1.063491,0.0,0.0,0.914751
5.625,0.78689,0.0,0.0,0.0,0.0,1.189762,1.193907,0.0,0.0,0.0,0.0,0.0,1.591876,0.0,0.0,1.982936,0.6467,0.0,0.0,0.798721
5.675,1.546171,0.0,0.0,0.0,0.0,2.337778,1.368456,0.0,0.0,0.0,0.0,0.0,1.319582,0.0,0.0,0.38963,1.124089,0.781975,0.784709,1.177063
5.725,1.381166,0.0,0.0,0.0,0.0,2.297122,2.065009,0.0,0.0,0.0,0.0,0.0,1.10454,0.0,0.0,2.679976,1.296634,0.0,0.0,0.963828
5.775,1.085882,0.0,0.0,0.0,0.0,0.0,2.029406,0.0,0.0,0.0,0.0,0.0,1.793429,0.0,0.0,3.386277,1.699038,0.0,0.0,1.704979
5.825,1.067321,0.0,0.0,0.0,0.0,4.437858,1.85555,0.0,0.0,0.0,0.0,0.0,2.458604,0.0,0.0,1.849107,2.22666,0.0,0.0,1.536181
5.875,1.311539,0.0,0.0,0.0,0.0,4.362641,2.462536,0.0,0.0,0.0,0.0,0.0,2.964164,0.0,0.0,1.817767,1.687293,0.36482,0.366096,1.464383
5.925,1.547396,0.0,0.0,0.0,0.0,2.144661,2.241806,0.0,0.0,0.0,0.0,0.0,2.062461,0.0,0.0,1.429774,1.345083,0.0,0.0,1.799715
5.975,1.268005,0.0,0.0,0.0,0.0,2.108917,1.587199,0.0,0.0,0.0,0.0,0.0,1.675377,0.0,0.0,1.054459,1.190399,0.0,0.0,1.415777
6.025,1.122342,0.0,0.0,0.0,0.0,0.0,1.300804,0.0,0.0,0.0,0.0,0.0,1.127364,0.0,0.0,1.03703,1.474245,0.0,0.0,1.479399
6.075,1.717246,0.0,0.0,0.0,0.0,0.0,1.450077,0.0,0.0,0.0,0.0,0.0,0.938285,0.0,0.0,1.70005,1.620675,0.0,0.0,0.770372
6.125,1.20666,23.047204,23.047204,23.047204,23.047204,3.010333,0.923029,22.068783,22.061741,22.061741,22.075776,22.068783,1.594323,22.061741,22.061741,1.672407,1.090852,22.068783,22.061741,1.557795
6.175,1.068478,0.0,0.0,0.0,0.0,0.98726,0.866863,0.0,0.0,0.0,0.0,0.0,1.155817,0.0,0.0,0.98726,1.155817,0.0,0.0,1.159858
6.225,1.460254,0.0,0.0,0.0,0.0,0.971464,1.137324,0.0,0.0,0.0,0.0,0.0,0.690518,0.0,0.0,1.619107,2.274648,0.0,0.0,1.426626
6.275,1.32211,0.0,0.0,0.0,0.0,0.956045,1.039324,0.0,0.0,0.0,0.0,0.0,0.959376,0.0,0.0,0.956045,0.99935,0.0,0.0,2.005688
6.325,1.527601,0.0,0.0,0.0,0.0,0.0,0.865579,0.0,0.0,0.0,0.0,0.0,0.826234,0.0,0.0,0.627326,0.944268,0.0,0.0,0.908087
6.375,1.336651,0.0,0.0,0.0,0.0,0.0,0.735865,0.0,0.0,0.0,0.0,0.0,0.774595,0.0,0.0,0.617524,0.697135,0.0,0.0,0.427517
6.425,1.644911,0.0,0.0,0.0,0.0,0.0,0.876974,0.0,0.0,0.0,0.0,0.0,0.571939,0.0,0.0,1.215901,0.190646,0.0,0.0,0.88004
6.475,0.809802,20.622967,20.622967,20.622967,20.622967,0.897896,1.126281,16.143362,16.12446,16.12446,16.162134,16.143362,1.163824,16.12446,16.12446,0.598598,0.788397,16.143362,16.12446,0.979523
6.525,1.169578,0.0,0.0,0.0,0.0,1.768376,0.81333,0.0,0.0,0.0,0.0,0.0,1.183025,0.0,0.0,0.589459,1.515751,0.0,0.0,0.519383
6.575,0.837714,0.0,0.0,0.0,0.0,2.612375,0.983054,0.0,0.0,0.0,0.0,0.0,1.092282,0.0,0.0,1.741583,1.092282,0.0,0.0,1.205712
6.625,1.392385,0.0,0.0,0.0,0.0,0.0,0.7531,0.0,0.0,0.0,0.0,0.0,0.573791,0.0,0.0,0.285899,0.93241,0.573791,0.575797,0.647771
6.675,1.219203,0.0,0.0,0.0,0.0,0.0,0.883167,0.0,0.0,0.0,0.0,0.0,0.494573,0.0,0.0,0.281632,0.5299,0.0,0.0,0.921705
6.725,0.750713,0.0,0.0,0.0,0.0,0.0,0.382837,0.0,0.0,0.0,0.0,0.0,0.62646,0.0,0.0,0.27746,0.52205,0.0,0.0,0.873125
6.775,1.331413,0.0,0.0,0.0,0.0,0.0,0.548664,0.0,0.0,0.0,0.0,0.0,0.377207,0.0,0.0,1.366898,1.028745,0.0,0.0,0.997931
6.825,1.166201,0.0,0.0,0.0,0.0,0.0,0.642027,0.0,0.0,0.0,0.0,0.0,0.337909,0.0,0.0,0.269389,0.675818,0.540655,0.542545,0.542545
6.875,2.10705,0.0,0.0,0.0,0.0,0.0,0.56612,0.799229,0.802023,0.802023,0.796454,0.799229,0.466217,0.802023,0.802023,0.796454,0.532819,0.532819,0.534682,0.634935
6.925,0.802374,0.0,0.0,0.0,0.0,1.569988,0.656441,1.575459,1.580967,1.580967,1.569988,1.575459,0.95184,1.580967,1.580967,0.784994,0.361043,0.0,0.0,0.658736
6.975,0.790912,0.0,0.0,0.0,0.0,1.54756,1.035302,0.776476,0.779191,0.779191,0.77378,0.776476,0.71177,0.779191,0.779191,0.77378,0.905889,0.517651,0.519461,0.681792
7.025,1.330065,0.0,0.0,0.0,0.0,0.762805,0.765463,0.0,0.0,0.0,0.0,0.0,1.180088,0.0,0.0,1.017073,0.510308,0.0,0.0,0.672122
7.075,0.81393,0.0,0.0,0.0,0.0,1.504122,0.786127,0.0,0.0,0.0,0.0,0.0,1.037687,0.0,0.0,0.250687,1.006242,0.0,0.0,0.788875
7.125,0.980891,0.0,0.0,0.0,0.0,0.0,0.930159,0.744127,0.746729,0.746729,0.741543,0.744127,0.806137,0.746729,0.746729,0.494362,0.434074,0.0,0.0,0.746729
7.175,0.615534,0.0,0.0,0.0,0.0,2.193732,1.161837,0.0,0.0,0.0,0.0,0.0,0.886665,0.0,0.0,0.974992,1.039539,0.489195,0.490905,0.859084
7.225,0.780485,0.0,0.0,0.0,0.0,0.0,0.934741,1.447342,1.452402,1.452402,1.442316,1.447342,1.477495,1.452402,1.452402,1.20193,1.085506,0.482447,0.484134,0.756459
7.275,0.427663,0.0,0.0,0.0,0.0,0.711279,0.654278,0.0,0.0,0.0,0.0,0.0,1.130116,0.0,0.0,0.711279,0.594798,0.0,0.0,0.865473
7.325,0.253107,0.0,0.0,0.0,0.0,0.0,0.616041,0.0,0.0,0.0,0.0,0.0,0.733382,0.0,0.0,1.169337,0.909394,0.469365,0.471006,1.030325
7.375,0.624216,0.0,0.0,0.0,0.0,0.0,1.128616,0.0,0.0,0.0,0.0,0.0,0.752411,0.0,0.0,0.461414,1.244371,0.0,0.0,1.306802
