r_A,bulk_Li_vac_c1_s1,bulk_Li_vac_c1_s2,bulk_Li_vac_c2_s1,bulk_Li_vac_c2_s2,bulk_ordered,gb_Sigma3_t1,gb_Sigma3_t1_Li_vac_c1_s1,gb_Sigma3_t1_Li_vac_c1_s2,gb_Sigma3_t1_Li_vac_c2_s1,gb_Sigma3_t1_Li_vac_c2_s2,gb_Sigma3_t2,gb_Sigma3_t2_Li_vac_c1_s1,gb_Sigma3_t2_Li_vac_c1_s2,gb_Sigma3_t2_Li_vac_c2_s1,gb_Sigma3_t2_Li_vac_c2_s2,gb_Sigma3_t3,gb_Sigma3_t3_Li_vac_c1_s1,gb_Sigma3_t3_Li_vac_c1_s2,gb_Sigma3_t3_Li_vac_c2_s1,gb_Sigma3_t3_Li_vac_c2_s2
1.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.920576,6.920576,0.0
1.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.975,0.0,0.0,0.0,0.0,0.0,0.0,0.965052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.965052
2.025,13.836621,0.0,0.0,0.0,0.0,0.0,4.589927,0.0,0.0,0.0,0.0,0.0,5.04892,0.0,0.0,14.687766,16.523737,0.0,0.0,16.064744
2.075,67.144344,80.322205,80.322205,80.322205,80.322205,55.953937,51.582535,69.942421,69.942421,69.942421,69.942421,69.942421,51.582535,69.942421,69.942421,52.456816,50.708255,69.942421,69.942421,50.271115
2.125,0.0,0.0,0.0,0.0,0.0,3.334494,2.917682,0.0,0.0,0.0,0.0,0.0,4.58493,0.0,0.0,3.334494,3.334494,0.0,0.0,3.334494
2.175,0.0,0.0,0.0,0.0,0.0,19.097718,7.559513,0.0,0.0,0.0,0.0,0.0,6.365906,0.0,0.0,3.182953,3.182953,0.0,0.0,2.785084
2.225,0.0,0.0,0.0,0.0,0.0,0.0,6.463214,0.0,0.0,0.0,0.0,0.0,6.083025,0.0,0.0,0.0,0.0,0.0,0.0,0.380189
2.275,0.0,0.0,0.0,0.0,0.0,0.0,2.18197,2.909294,2.909294,2.909294,2.909294,2.909294,3.272956,2.909294,2.909294,0.0,0.0,0.0,0.0,0.0
2.325,0.0,0.0,0.0,0.0,0.0,0.0,1.044567,0.0,0.0,0.0,0.0,0.0,1.392757,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.083366,6.083366,6.083366,6.083366,6.083366,0.0,6.083366,6.083366,0.0,0.0,0.0,0.0,0.0
2.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.925,0.0,0.0,0.0,0.0,0.0,0.0,0.439993,0.0,0.0,0.0,0.0,0.0,0.439993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.975,0.0,0.0,0.0,0.0,0.0,0.0,0.212664,0.0,0.0,0.0,0.0,0.0,0.425328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.025,0.0,0.0,0.0,0.0,0.0,0.0,0.411384,0.0,0.0,0.0,0.0,0.0,0.411384,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.075,0.0,0.0,0.0,0.0,0.0,1.592458,0.597172,0.0,0.0,0.0,0.0,0.0,0.199057,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.541908,1.541908,0.0
3.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.447771,0.0,0.0,0.0,0.0
3.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.877439,0.0,0.0,0.526463
3.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.510749,0.0,0.0,0.851249
3.375,0.0,0.0,0.0,0.0,0.0,0.0,0.330485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.160453
3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155869
3.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151479,1.211832,1.211832,0.0
3.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.883629,0.0,0.0,0.736358
3.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.145895,0.143237,0.0,0.0,0.286474
3.675,0.0,0.0,0.0,0.0,0.0,0.0,0.278732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.725,0.0,0.0,0.0,0.0,0.0,1.085198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13565,0.0,0.0,0.0
3.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.113283,0.660401,0.0,0.0,1.056641
3.825,0.0,0.0,0.0,0.0,0.0,0.0,0.12865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.157847,2.058395,2.058395,0.900548
3.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125351,0.0,0.0,1.00281,0.501405,0.0,0.0,0.376054
3.925,0.0,0.0,0.0,0.0,0.0,0.0,0.244356,0.0,0.0,0.0,0.0,0.0,0.122178,0.0,0.0,0.0,0.488712,0.0,0.0,0.488712
3.975,0.0,0.0,0.0,0.0,0.0,0.0,0.476495,0.0,0.0,0.0,0.0,0.0,0.476495,0.0,0.0,0.952989,1.072113,0.0,0.0,0.357371
4.025,0.0,0.0,0.0,0.0,0.0,0.0,0.348547,0.0,0.0,0.0,0.0,0.0,0.348547,0.0,0.0,0.0,0.116182,0.0,0.0,0.697095
4.075,0.0,0.0,0.0,0.0,0.0,0.0,0.340047,0.0,0.0,0.0,0.0,0.0,0.453396,0.0,0.0,0.0,0.113349,1.813582,1.813582,0.566744
4.125,0.0,0.0,0.0,0.0,0.0,0.0,0.331853,0.0,0.0,0.0,0.0,0.0,0.774324,0.0,0.0,0.0,0.110618,0.0,0.0,0.995559
4.175,0.0,0.0,0.0,0.0,0.0,0.0,0.53992,0.0,0.0,0.0,0.0,0.0,0.647904,0.0,0.0,0.863873,1.295809,0.0,0.0,0.0
4.225,0.0,0.0,0.0,0.0,0.0,0.0,0.210887,0.0,0.0,0.0,0.0,0.0,0.31633,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.275,0.0,0.0,0.0,0.0,0.0,0.0,0.411965,0.0,0.0,0.0,0.0,0.0,0.411965,0.0,0.0,0.823931,0.720939,0.0,0.0,0.205983
4.325,0.72223,0.0,0.0,0.0,0.0,2.414972,0.301871,0.0,0.0,0.0,0.0,0.0,0.201248,0.0,0.0,0.804991,0.201248,0.0,0.0,0.804991
4.375,1.27047,0.0,0.0,0.0,0.0,2.360089,0.491685,0.0,0.0,0.0,0.0,0.0,0.295011,0.0,0.0,0.786696,0.885033,0.0,0.0,0.885033
4.425,6.623582,0.0,0.0,0.0,0.0,0.0,1.538037,0.0,0.0,0.0,0.0,0.0,1.345782,0.0,0.0,0.0,2.787692,0.0,0.0,2.1148
4.475,6.341473,17.270394,17.270394,17.270394,17.270394,4.511579,3.947631,15.038596,15.038596,15.038596,15.038596,15.038596,3.665658,15.038596,15.038596,6.767368,4.135614,15.038596,15.038596,4.041623
4.525,1.979395,0.0,0.0,0.0,0.0,4.412427,4.228576,0.0,0.0,0.0,0.0,0.0,5.147832,0.0,0.0,2.206214,2.114288,0.0,0.0,2.573916
4.575,0.516364,0.0,0.0,0.0,0.0,0.0,1.708618,0.0,0.0,0.0,0.0,0.0,2.068327,0.0,0.0,0.719418,0.719418,0.0,0.0,0.629491
4.625,0.0,0.0,0.0,0.0,0.0,0.703947,0.615954,0.0,0.0,0.0,0.0,0.0,0.26398,0.0,0.0,0.703947,0.175987,0.0,0.0,0.527961
4.675,0.0,0.0,0.0,0.0,0.0,0.0,0.344485,0.68897,0.68897,0.68897,0.68897,0.68897,0.086121,0.68897,0.68897,0.68897,1.033455,0.0,0.0,0.947334
4.725,0.0,0.0,0.0,0.0,0.0,2.023399,0.252925,0.0,0.0,0.0,0.0,0.0,0.084308,0.0,0.0,0.674466,0.084308,0.0,0.0,0.50585
4.775,0.0,0.0,0.0,0.0,0.0,0.660415,0.082552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.330208,0.0,0.0,0.165104
4.825,0.0,0.0,0.0,0.0,0.0,0.0,0.1617,0.0,0.0,0.0,0.0,0.0,0.08085,0.0,0.0,0.0,0.24255,0.0,0.0,0.1617
4.875,0.0,0.0,0.0,0.0,0.0,0.0,0.1584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0792,0.0,0.0,0.1584
4.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0776,0.0,0.0,0.0,0.3104,0.0,0.0,0.0776
4.975,0.0,0.0,0.0,0.0,0.0,0.0,0.152096,0.0,0.0,0.0,0.0,0.0,0.228144,0.0,0.0,1.216769,0.228144,0.0,0.0,0.456288
5.025,0.0,0.0,0.0,0.0,0.0,0.0,0.223627,0.0,0.0,0.0,0.0,0.0,0.074542,0.0,0.0,0.0,0.521795,0.0,0.0,0.596338
5.075,0.0,0.0,0.0,0.0,0.0,0.0,0.073081,1.753935,1.753935,1.753935,1.753935,1.753935,0.073081,1.753935,1.753935,0.584645,0.146161,0.0,0.0,0.146161
5.125,0.0,0.0,0.0,0.0,0.0,0.0,0.286647,0.0,0.0,0.0,0.0,0.0,0.071662,0.0,0.0,0.0,0.0,0.573293,0.573293,0.071662
5.175,0.0,0.0,0.0,0.0,0.0,0.0,0.140567,0.0,0.0,0.0,0.0,0.0,0.140567,0.0,0.0,0.0,0.140567,0.0,0.0,0.210851
5.225,0.0,0.0,0.0,0.0,0.0,0.0,0.482614,0.0,0.0,0.0,0.0,0.0,0.413669,0.0,0.0,1.103118,0.206835,0.0,0.0,0.689449
5.275,0.0,0.0,0.0,0.0,0.0,0.0,0.202932,0.0,0.0,0.0,0.0,0.0,0.541153,0.0,0.0,1.082305,0.947017,0.0,0.0,1.014661
5.325,0.0,0.0,0.0,0.0,0.0,0.0,0.597418,0.0,0.0,0.0,0.0,0.0,0.199139,0.0,0.0,0.531038,1.659493,0.0,0.0,0.862936
5.375,0.0,0.0,0.0,0.0,0.0,0.0,0.195452,0.0,0.0,0.0,0.0,0.0,0.521204,0.0,0.0,1.042408,0.977258,0.0,0.0,0.781806
5.425,0.0,0.0,0.0,0.0,0.0,1.534923,0.511641,0.0,0.0,0.0,0.0,0.0,0.511641,0.0,0.0,0.0,0.895372,0.0,0.0,1.023282
5.475,0.360555,0.0,0.0,0.0,0.0,1.507016,0.941885,0.0,0.0,0.0,0.0,0.0,0.502339,0.0,0.0,1.507016,0.753508,0.0,0.0,0.8163
5.525,1.062176,0.0,0.0,0.0,0.0,0.0,0.739932,0.0,0.0,0.0,0.0,0.0,0.493288,0.0,0.0,0.0,0.554949,0.0,0.0,0.431627
5.575,3.042694,0.0,0.0,0.0,0.0,0.0,1.937917,0.0,0.0,0.0,0.0,0.0,1.635118,0.0,0.0,0.484479,1.150638,0.0,0.0,0.968959
5.625,5.209125,0.0,0.0,0.0,0.0,0.0,3.152868,2.855428,2.855428,2.855428,2.855428,2.855428,2.914916,2.855428,2.855428,1.427714,2.4985,0.0,0.0,2.379523
5.675,6.543995,0.0,0.0,0.0,0.0,4.208001,3.623557,0.0,0.0,0.0,0.0,0.0,4.734001,0.0,0.0,3.740445,3.506668,0.467556,0.467556,3.857334
5.725,4.946299,31.656314,31.656314,31.656314,31.656314,12.404461,3.732824,27.565469,27.565469,27.565469,27.565469,27.565469,3.56054,27.565469,27.565469,6.431943,4.651673,27.565469,27.565469,4.249676
5.775,4.05085,0.0,0.0,0.0,0.0,5.418043,4.740788,0.0,0.0,0.0,0.0,0.0,3.724904,0.0,0.0,4.966539,4.176408,0.0,0.0,3.950656
5.825,2.866757,0.0,0.0,0.0,0.0,1.775143,3.1065,0.0,0.0,0.0,0.0,0.0,4.215965,0.0,0.0,1.331357,2.551768,0.0,0.0,2.829134
5.875,2.505039,0.0,0.0,0.0,0.0,0.872528,2.453986,0.0,0.0,0.0,0.0,0.0,2.399453,0.0,0.0,0.872528,1.417858,0.0,0.0,1.199726
5.925,0.923602,0.0,0.0,0.0,0.0,0.0,1.447646,0.0,0.0,0.0,0.0,0.0,1.018714,0.0,0.0,1.715729,0.428932,0.0,0.0,0.482549
5.975,0.151368,0.0,0.0,0.0,0.0,0.0,0.527229,0.0,0.0,0.0,0.0,0.0,0.738121,0.0,0.0,0.0,0.474506,0.0,0.0,0.527229
6.025,0.074433,0.0,0.0,0.0,0.0,1.244436,0.725921,0.0,0.0,0.0,0.0,0.0,0.933327,0.0,0.0,0.0,0.103703,0.829624,0.829624,0.311109
6.075,0.073213,0.0,0.0,0.0,0.0,0.0,0.663019,0.0,0.0,0.0,0.0,0.0,0.867025,0.0,0.0,0.0,0.459013,0.408012,0.408012,0.204006
6.125,0.0,0.0,0.0,0.0,0.0,0.0,0.301033,0.0,0.0,0.0,0.0,0.0,0.802755,0.0,0.0,0.802755,0.250861,0.0,0.0,0.401378
6.175,0.0,0.0,0.0,0.0,0.0,0.0,0.197452,0.0,0.0,0.0,0.0,0.0,0.444267,0.0,0.0,0.0,0.246815,0.0,0.0,0.148089
6.225,0.0,0.0,0.0,0.0,0.0,0.0,0.388586,0.0,0.0,0.0,0.0,0.0,0.194293,0.0,0.0,0.777171,0.340013,0.777171,0.777171,0.194293
6.275,0.0,0.0,0.0,0.0,0.0,2.294507,0.143407,0.0,0.0,0.0,0.0,0.0,0.143407,0.0,0.0,0.382418,0.286813,0.0,0.0,0.43022
6.325,0.0,0.0,0.0,0.0,0.0,0.0,0.141148,0.0,0.0,0.0,0.0,0.0,0.047049,0.0,0.0,0.0,0.141148,0.0,0.0,0.329346
6.375,0.0,0.0,0.0,0.0,0.0,0.0,0.092629,1.111544,1.111544,1.111544,1.111544,1.111544,0.138943,1.111544,1.111544,0.0,0.0,0.741029,0.741029,0.3242
6.425,0.0,0.0,0.0,0.0,0.0,0.0,0.182385,0.0,0.0,0.0,0.0,0.0,0.091193,0.0,0.0,0.36477,0.273578,0.0,0.0,0.273578
6.475,0.0,0.0,0.0,0.0,0.0,1.077476,0.044895,0.0,0.0,0.0,0.0,0.0,0.08979,0.0,0.0,0.0,0.134684,0.0,0.0,0.269369
6.525,0.0,0.0,0.0,0.0,0.0,0.0,0.176838,0.0,0.0,0.0,0.0,0.0,0.176838,0.0,0.0,0.0,0.088419,0.707351,0.707351,0.0
6.575,0.0,0.0,0.0,0.0,0.0,0.0,0.391856,0.0,0.0,0.0,0.0,0.0,0.174158,0.0,0.0,0.348317,0.130619,0.0,0.0,0.174158
6.625,0.0,0.0,0.0,0.0,0.0,0.0,0.042885,0.0,0.0,0.0,0.0,0.0,0.128655,0.0,0.0,0.686158,0.171539,0.0,0.0,0.042885
6.675,0.0,0.0,0.0,0.0,0.0,0.0,0.168979,0.0,0.0,0.0,0.0,0.0,0.211224,0.0,0.0,0.0,0.08449,0.0,0.0,0.253469
6.725,0.0,0.0,0.0,0.0,0.0,0.0,0.083238,0.998855,0.998855,0.998855,0.998855,0.998855,0.166476,0.998855,0.998855,0.0,0.374571,0.0,0.0,0.208095
6.775,0.0,0.0,0.0,0.0,0.0,0.0,0.205035,0.0,0.0,0.0,0.0,0.0,0.123021,0.0,0.0,0.328055,0.287049,0.0,0.0,0.574097
6.825,0.0,0.0,0.0,0.0,0.0,0.0,0.202042,0.0,0.0,0.0,0.0,0.0,0.121225,0.0,0.0,0.323266,0.323266,0.0,0.0,0.444491
6.875,0.0,0.0,0.0,0.0,0.0,0.0,0.159291,0.0,0.0,0.0,0.0,0.0,0.039823,0.0,0.0,0.955745,0.278759,0.0,0.0,0.398227
6.925,0.0,0.0,0.0,0.0,0.0,0.0,0.274748,0.0,0.0,0.0,0.0,0.0,0.156999,0.0,0.0,0.627995,0.470997,0.0,0.0,0.392497
6.975,0.0,0.0,0.0,0.0,0.0,0.0,0.232134,0.0,0.0,0.0,0.0,0.0,0.154756,0.0,0.0,0.309512,0.232134,0.619024,0.619024,0.657713
7.025,0.0,0.0,0.0,0.0,0.0,0.0,0.152561,0.0,0.0,0.0,0.0,0.0,0.228841,0.0,0.0,0.610244,0.762805,0.0,0.0,0.419543
7.075,0.0,0.0,0.0,0.0,0.0,0.0,0.601649,0.0,0.0,0.0,0.0,0.0,0.413634,0.0,0.0,0.300824,1.052886,0.0,0.0,0.376031
7.125,0.0,0.0,0.0,0.0,0.0,0.0,0.630312,0.0,0.0,0.0,0.0,0.0,0.704466,0.0,0.0,0.296617,0.926929,0.593234,0.593234,0.926929
7.175,0.0,0.0,0.0,0.0,0.0,0.0,0.694682,0.0,0.0,0.0,0.0,0.0,0.65812,0.0,0.0,1.16999,0.767806,0.0,0.0,0.804368
7.225,0.103523,0.0,0.0,0.0,0.0,0.0,0.504811,0.0,0.0,0.0,0.0,0.0,0.6851,0.0,0.0,0.86539,0.612984,0.0,0.0,0.829332
7.275,0.102105,0.0,0.0,0.0,0.0,0.0,0.675715,0.0,0.0,0.0,0.0,0.0,0.497896,0.0,0.0,0.569023,0.284512,1.138047,1.138047,0.746843
7.325,0.65465,0.0,0.0,0.0,0.0,2.525768,0.420961,0.0,0.0,0.0,0.0,0.0,1.087483,0.0,0.0,0.841923,0.561282,0.0,0.0,0.771762
7.375,1.390962,0.0,0.0,0.0,0.0,0.0,1.142,0.0,0.0,0.0,0.0,0.0,0.865152,0.0,0.0,0.0,1.488061,0.0,0.0,0.96897
7.425,3.381718,0.0,0.0,0.0,0.0,0.0,1.263238,0.0,0.0,0.0,0.0,0.0,1.843644,0.0,0.0,1.638795,2.492334,0.546265,0.546265,2.048493
7.475,6.141332,0.0,0.0,0.0,0.0,0.0,2.661221,0.0,0.0,0.0,0.0,0.0,2.627535,0.0,0.0,3.233889,2.998085,0.0,0.0,3.166516
