r_A,bulk_Li_vac_c1_s1,bulk_Li_vac_c1_s2,bulk_Li_vac_c2_s1,bulk_Li_vac_c2_s2,bulk_ordered,gb_Sigma3_t1,gb_Sigma3_t1_Li_vac_c1_s1,gb_Sigma3_t1_Li_vac_c1_s2,gb_Sigma3_t1_Li_vac_c2_s1,gb_Sigma3_t1_Li_vac_c2_s2,gb_Sigma3_t2,gb_Sigma3_t2_Li_vac_c1_s1,gb_Sigma3_t2_Li_vac_c1_s2,gb_Sigma3_t2_Li_vac_c2_s1,gb_Sigma3_t2_Li_vac_c2_s2,gb_Sigma3_t3,gb_Sigma3_t3_Li_vac_c1_s1,gb_Sigma3_t3_Li_vac_c1_s2,gb_Sigma3_t3_Li_vac_c2_s1,gb_Sigma3_t3_Li_vac_c2_s2
1.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.932714,0.939248,0.0
2.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.240085,2.255778,2.255778,2.224556,2.240085,0.0,2.255778,2.255778,0.0,0.0,1.120043,1.127889,0.0
2.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.525,0.0,0.0,0.0,0.0,0.0,0.0,0.041289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.575,0.0,0.0,0.0,0.0,0.0,0.0,0.039701,0.0,0.0,0.0,0.0,0.0,0.079401,0.0,0.0,0.0,0.0,0.0,0.0,0.039979
2.625,0.0,0.0,0.0,0.0,0.0,0.0,0.191014,0.0,0.0,0.0,0.0,0.0,0.114608,0.0,0.0,0.303503,0.191014,0.611244,0.615526,0.192352
2.675,0.264969,0.0,0.0,0.0,0.0,0.0,0.220728,0.0,0.0,0.0,0.0,0.0,0.331092,0.0,0.0,0.292264,0.36788,0.0,0.0,0.333412
2.725,0.663872,0.0,0.0,0.0,0.0,0.0,0.88626,0.0,0.0,0.0,0.0,0.0,0.602657,0.0,0.0,0.281637,0.638108,0.0,0.0,0.678276
2.775,0.443191,0.0,0.0,0.0,0.0,0.0,0.683689,0.0,0.0,0.0,0.0,0.0,0.752058,0.0,0.0,1.3579,0.786243,0.0,0.0,0.826175
2.825,0.665221,0.0,0.0,0.0,0.0,0.0,0.527762,0.0,0.0,0.0,0.0,0.0,0.989554,0.0,0.0,0.524104,0.626718,0.0,0.0,0.431811
2.875,0.36702,0.0,0.0,0.0,0.0,0.0,0.414022,0.0,0.0,0.0,0.0,0.0,0.541413,0.0,0.0,0.253016,1.019131,0.0,0.0,1.058341
2.925,0.132967,0.0,0.0,0.0,0.0,0.24444,0.36922,0.0,0.0,0.0,0.0,0.0,0.246147,0.0,0.0,0.24444,0.646135,0.0,0.0,0.71263
2.975,0.214226,0.0,0.0,0.0,0.0,2.599225,0.475885,0.0,0.0,0.0,0.0,0.0,0.327171,0.0,0.0,0.945173,0.535371,0.0,0.0,0.778731
3.025,0.124322,0.0,0.0,0.0,0.0,0.0,0.632891,0.0,0.0,0.0,0.0,0.0,0.460284,0.0,0.0,0.228547,0.661658,0.0,0.0,0.724232
3.075,0.280727,0.0,0.0,0.0,0.0,2.654097,1.002234,0.0,0.0,0.0,0.0,0.0,0.946555,0.0,0.0,1.548223,0.946555,0.0,0.0,0.869081
3.125,0.582463,0.0,0.0,0.0,0.0,2.569847,0.97042,0.0,0.0,0.0,0.0,0.0,0.997376,0.0,0.0,1.499078,1.213025,0.0,0.0,0.814348
3.175,0.789967,0.0,0.0,0.0,0.0,0.622387,0.678959,0.0,0.0,0.0,0.0,0.0,0.809528,0.0,0.0,1.037311,0.574504,0.0,0.0,0.525935
3.225,0.656282,0.0,0.0,0.0,0.0,0.603238,0.68338,0.0,0.0,0.0,0.0,0.0,0.632759,0.0,0.0,0.402158,0.65807,0.0,0.0,0.662679
3.275,0.883884,13.43503,13.43391,13.43391,13.435399,3.509755,0.760847,14.038851,14.038335,14.038335,14.039021,14.038851,0.687216,14.038335,14.038335,0.194986,0.171804,14.038851,14.038335,0.3213
3.325,1.029001,0.0,0.0,0.0,0.0,1.134998,1.142921,0.0,0.0,0.0,0.0,0.0,1.166732,0.0,0.0,0.567499,0.333352,0.0,0.0,0.287732
3.375,2.130642,0.0,0.0,0.0,0.0,0.550809,1.086198,0.0,0.0,0.0,0.0,0.0,1.039977,0.0,0.0,1.83603,0.647097,0.0,0.0,0.861082
3.425,1.357708,0.0,0.0,0.0,0.0,1.604534,0.673223,0.0,0.0,0.0,0.0,0.0,0.673223,0.0,0.0,0.891408,0.942512,0.0,0.0,1.22029
3.475,1.256114,0.0,0.0,0.0,0.0,0.0,0.61039,0.0,0.0,0.0,0.0,0.0,0.697589,0.0,0.0,0.865941,1.373378,0.0,0.0,1.163475
3.525,0.854513,0.0,0.0,0.0,0.0,0.0,0.656754,0.0,0.0,0.0,0.0,0.0,0.508455,0.0,0.0,0.67324,0.783868,0.0,0.0,0.576019
3.575,0.652754,0.0,0.0,0.0,0.0,0.0,0.494332,0.0,0.0,0.0,0.0,0.0,0.638512,0.0,0.0,0.163635,0.659109,0.0,0.0,0.808917
3.625,0.779161,0.0,0.0,0.0,0.0,0.0,0.460757,0.0,0.0,0.0,0.0,0.0,0.62102,0.0,0.0,0.795761,0.400658,0.0,0.0,0.544677
3.675,0.758103,0.0,0.0,0.0,0.0,0.0,0.604236,0.0,0.0,0.0,0.0,0.0,0.409321,0.0,0.0,0.464553,0.760168,0.0,0.0,0.706609
3.725,0.382609,0.0,0.0,0.0,0.0,0.0,0.607096,0.0,0.0,0.0,0.0,0.0,0.588124,0.0,0.0,0.753609,1.157277,0.0,0.0,0.840605
3.775,0.239491,0.0,0.0,0.0,0.0,0.0,0.683484,0.443341,0.446446,0.446446,0.440267,0.443341,0.794319,0.446446,0.446446,0.587023,0.609593,0.29556,0.297631,1.041708
3.825,0.570216,0.0,0.0,0.0,0.0,0.0,0.827666,0.0,0.0,0.0,0.0,0.0,0.701717,0.0,0.0,0.714721,0.845659,0.0,0.0,0.779108
3.875,0.479833,0.0,0.0,0.0,0.0,1.671349,0.929165,0.0,0.0,0.0,0.0,0.0,0.85904,0.0,0.0,1.253512,0.911634,0.0,0.0,0.759132
3.925,0.615377,0.0,0.0,0.0,0.0,0.814519,0.803118,0.0,0.0,0.0,0.0,0.0,1.025257,0.0,0.0,0.271506,0.307577,0.0,0.0,0.516219
3.975,0.455995,9.119892,9.119132,9.119132,9.120142,1.588315,0.883004,7.930372,7.918817,7.918817,7.941575,7.930372,0.916324,7.918817,7.918817,0.661798,0.449832,7.930372,7.918817,0.402652
4.025,0.608586,0.0,0.0,0.0,0.0,0.387275,0.812455,0.0,0.0,0.0,0.0,0.0,0.779957,0.0,0.0,0.387275,0.682462,0.0,0.0,0.769057
4.075,0.61658,0.0,0.0,0.0,0.0,0.0,0.776787,0.0,0.0,0.0,0.0,0.0,0.459731,0.0,0.0,0.37783,0.68167,0.253645,0.255422,0.446988
4.125,0.356577,0.0,0.0,0.0,0.0,0.0,0.510537,0.0,0.0,0.0,0.0,0.0,0.55695,0.0,0.0,0.614543,0.696187,0.123767,0.124634,0.529693
4.175,0.565642,0.0,0.0,0.0,0.0,0.359947,0.468177,0.0,0.0,0.0,0.0,0.0,0.724919,0.0,0.0,0.479929,0.694714,0.0,0.0,0.684373
4.225,0.339897,0.0,0.0,0.0,0.0,0.0,0.471909,0.0,0.0,0.0,0.0,0.0,0.796346,0.0,0.0,1.054434,0.648875,0.0,0.0,0.400962
4.275,0.601737,0.0,0.0,0.0,0.0,2.403131,0.691402,0.0,0.0,0.0,0.0,0.0,0.504147,0.0,0.0,0.457739,0.518551,0.460935,0.464164,0.551194
4.325,0.506815,0.0,0.0,0.0,0.0,0.670826,0.745874,1.013263,1.020361,1.020361,1.006238,1.013263,0.605143,1.020361,1.020361,0.447217,0.3659,0.225169,0.226747,0.566867
4.375,0.495297,0.0,0.0,0.0,0.0,1.31116,0.522624,0.0,0.0,0.0,0.0,0.0,0.508871,0.0,0.0,0.546317,0.261312,0.0,0.0,0.401639
4.425,0.367967,0.0,0.0,0.0,0.0,0.0,0.362994,0.645322,0.649843,0.649843,0.640849,0.645322,0.470547,0.649843,0.649843,0.747657,0.537769,0.215107,0.216614,0.527997
4.475,0.397663,0.0,0.0,0.0,0.0,0.0,0.354928,0.0,0.0,0.0,0.0,0.0,0.368073,0.0,0.0,0.104435,0.55211,0.0,0.0,0.450077
4.525,0.333363,0.0,0.0,0.0,0.0,0.0,0.385697,0.0,0.0,0.0,0.0,0.0,0.359984,0.0,0.0,0.612837,0.257131,0.0,0.0,0.297772
4.575,0.452939,0.0,0.0,0.0,0.0,0.0,0.377313,0.0,0.0,0.0,0.0,0.0,0.327004,0.0,0.0,0.299758,0.314427,0.0,0.0,0.405286
4.625,0.319103,0.0,0.0,0.0,0.0,0.293311,0.221519,0.0,0.0,0.0,0.0,0.0,0.307666,0.0,0.0,0.293311,0.319972,0.196906,0.198285,0.334606
4.675,0.850188,1.648323,1.648186,1.648186,1.648368,0.0,0.421568,1.722405,1.722342,1.722342,1.722426,1.722405,0.457702,1.722342,1.722342,0.09569,0.481792,1.722405,1.722342,0.5822
4.725,0.764348,0.0,0.0,0.0,0.0,1.686166,0.636726,0.0,0.0,0.0,0.0,0.0,0.613144,0.0,0.0,0.749407,0.365528,0.0,0.0,0.546196
4.775,0.465686,0.0,0.0,0.0,0.0,1.100692,0.727372,0.0,0.0,0.0,0.0,0.0,0.842828,0.0,0.0,0.825519,0.808191,0.0,0.0,0.616202
4.825,0.276909,0.0,0.0,0.0,0.0,1.616998,0.542762,0.0,0.0,0.0,0.0,0.0,0.474917,0.0,0.0,0.359333,0.5993,0.0,0.0,0.603498
4.875,0.366996,0.0,0.0,0.0,0.0,0.0,0.509532,0.0,0.0,0.0,0.0,0.0,0.465225,0.0,0.0,0.176,0.254766,0.0,0.0,0.368094
4.925,0.265778,0.0,0.0,0.0,0.0,0.258667,0.32559,0.0,0.0,0.0,0.0,0.0,0.434121,0.0,0.0,0.603556,0.314737,0.0,0.0,0.371587
4.975,0.245141,0.0,0.0,0.0,0.0,0.0,0.265899,0.0,0.0,0.0,0.0,0.0,0.180811,0.0,0.0,0.253493,0.319079,0.0,0.0,0.353445
5.025,0.315377,0.0,0.0,0.0,0.0,0.0,0.323186,0.0,0.0,0.0,0.0,0.0,0.271059,0.0,0.0,0.414123,0.469141,0.166806,0.167974,0.398939
5.075,0.117788,0.0,0.0,0.0,0.0,0.243602,0.296407,0.0,0.0,0.0,0.0,0.0,0.265745,0.0,0.0,0.406004,0.367954,0.0,0.0,0.308776
5.125,0.332065,0.0,0.0,0.0,0.0,0.0,0.170382,0.0,0.0,0.0,0.0,0.0,0.190427,0.0,0.0,0.557368,0.501124,0.32072,0.322966,0.4138
5.175,0.1416,5.380785,5.380336,5.380336,5.380932,0.0,0.275233,4.678961,4.672144,4.672144,4.685571,4.678961,0.235914,4.672144,4.672144,0.078093,0.40302,4.678961,4.672144,0.386046
5.225,0.166683,0.0,0.0,0.0,0.0,0.0,0.308561,0.925682,0.932167,0.932167,0.919265,0.925682,0.241063,0.932167,0.932167,0.459633,0.376058,0.15428,0.155361,0.330142
5.275,0.163538,0.0,0.0,0.0,0.0,0.0,0.293278,0.0,0.0,0.0,0.0,0.0,0.3122,0.0,0.0,0.22548,0.245975,0.0,0.0,0.228645
5.325,0.160481,0.0,0.0,0.0,0.0,0.0,0.29708,0.0,0.0,0.0,0.0,0.0,0.287797,0.0,0.0,0.221266,0.278513,0.14854,0.149581,0.280464
5.375,0.24939,0.0,0.0,0.0,0.0,0.0,0.300691,0.0,0.0,0.0,0.0,0.0,0.34625,0.0,0.0,0.579116,0.39181,0.291579,0.293622,0.3395
5.425,0.309239,0.0,0.0,0.0,0.0,0.426367,0.330953,0.429344,0.432352,0.432352,0.426367,0.429344,0.357787,0.432352,0.432352,0.284245,0.429344,0.0,0.0,0.306249
5.475,0.202411,0.0,0.0,0.0,0.0,0.0,0.281025,0.0,0.0,0.0,0.0,0.0,0.342499,0.0,0.0,0.348846,0.38641,0.281025,0.282994,0.282994
5.525,0.211187,0.0,0.0,0.0,0.0,0.0,0.353576,0.413943,0.416843,0.416843,0.411073,0.413943,0.336328,0.416843,0.416843,0.342561,0.25009,0.0,0.0,0.33
5.575,0.463636,0.0,0.0,0.0,0.0,1.614931,0.321853,0.0,0.0,0.0,0.0,0.0,0.364202,0.0,0.0,0.336444,0.313383,0.135517,0.136466,0.486161
5.625,0.515355,1.138575,1.13848,1.13848,1.138607,1.189762,0.399356,0.790392,0.78755,0.78755,0.793174,0.790392,0.399356,0.78755,0.78755,0.264391,0.499195,0.790392,0.78755,0.469179
5.675,0.482765,0.0,0.0,0.0,0.0,0.194815,0.506785,0.0,0.0,0.0,0.0,0.0,0.433219,0.0,0.0,0.649383,0.294262,0.39235,0.395098,0.370405
5.725,0.566929,0.0,0.0,0.0,0.0,0.382854,0.473876,0.0,0.0,0.0,0.0,0.0,0.48994,0.0,0.0,0.382854,0.353399,0.257018,0.258818,0.347787
5.775,0.443449,0.0,0.0,0.0,0.0,1.505012,0.370986,0.0,0.0,0.0,0.0,0.0,0.473599,0.0,0.0,0.501671,0.402559,0.126293,0.127178,0.468968
5.825,0.402341,0.0,0.0,0.0,0.0,0.369821,0.512054,0.0,0.0,0.0,0.0,0.0,0.426712,0.0,0.0,0.369821,0.465504,0.0,0.0,0.523454
5.875,0.659203,0.0,0.0,0.0,0.0,0.54533,0.41948,0.366091,0.368656,0.368656,0.363553,0.366091,0.465241,0.368656,0.368656,0.424146,0.686421,0.0,0.0,0.614426
5.925,0.550905,0.0,0.0,0.0,0.0,0.536165,0.524911,0.179969,0.18123,0.18123,0.178722,0.179969,0.47242,0.18123,0.18123,0.357443,0.569903,0.0,0.0,0.558793
5.975,0.743542,0.0,0.0,0.0,0.0,0.0,0.545657,0.0,0.0,0.0,0.0,0.0,0.553031,0.0,0.0,0.424712,0.47192,0.11798,0.118806,0.490077
6.025,0.637235,0.0,0.0,0.0,0.0,0.0,0.674424,0.0,0.0,0.0,0.0,0.0,0.551142,0.0,0.0,0.734563,0.46412,0.0,0.0,0.503884
6.075,0.462385,0.0,0.0,0.0,0.0,0.0,0.54924,0.0,0.0,0.0,0.0,0.0,0.592038,0.0,0.0,0.906693,0.463644,0.0,0.0,0.380697
6.125,0.687354,0.0,0.0,0.0,0.0,0.334481,0.673633,0.0,0.0,0.0,0.0,0.0,0.645565,0.0,0.0,0.390228,0.491191,0.0,0.0,0.416904
6.175,0.944786,0.0,0.0,0.0,0.0,0.658173,0.614441,0.0,0.0,0.0,0.0,0.0,0.676576,0.0,0.0,0.274239,0.607537,0.0,0.0,0.50751
6.225,0.900312,0.0,0.0,0.0,0.0,0.809554,0.754065,0.0,0.0,0.0,0.0,0.0,0.821998,0.0,0.0,0.431762,0.591024,0.0,0.0,0.684096
6.275,0.693408,0.0,0.0,0.0,0.0,1.434067,0.835693,0.0,0.0,0.0,0.0,0.0,0.849064,0.0,0.0,1.009158,0.942662,0.0,0.0,0.787688
6.325,0.777278,14.408088,14.406887,14.406887,14.408483,3.763956,0.75673,12.528821,12.510566,12.510566,12.546521,12.528821,0.809372,12.510566,12.510566,0.784158,0.710668,12.528821,12.510566,0.695768
6.375,0.774465,0.0,0.0,0.0,0.0,0.463143,0.654222,0.0,0.0,0.0,0.0,0.0,0.570015,0.0,0.0,0.668985,0.382169,0.0,0.0,0.717511
6.425,0.523616,0.0,0.0,0.0,0.0,0.455963,0.586686,0.0,0.0,0.0,0.0,0.0,0.618571,0.0,0.0,0.759938,0.618571,0.102032,0.102747,0.584374
6.475,0.732638,0.0,0.0,0.0,0.0,0.897896,0.533708,0.0,0.0,0.0,0.0,0.0,0.458361,0.0,0.0,0.448948,0.571382,0.0,0.0,0.537447
6.525,0.685826,0.0,0.0,0.0,0.0,0.294729,0.562658,0.0,0.0,0.0,0.0,0.0,0.636855,0.0,0.0,0.540337,0.550292,0.0,0.0,0.535468
6.575,0.763153,0.0,0.0,0.0,0.0,0.0,0.511508,0.58458,0.588675,0.588675,0.580528,0.58458,0.554133,0.588675,0.588675,0.435396,0.462793,0.0,0.0,0.435375
6.625,0.552958,0.0,0.0,0.0,0.0,0.0,0.569792,0.0,0.0,0.0,0.0,0.0,0.611777,0.0,0.0,0.619448,0.395856,0.0,0.0,0.416748
6.675,0.527683,0.0,0.0,0.0,0.0,0.0,0.490388,0.0,0.0,0.0,0.0,0.0,0.502205,0.0,0.0,0.469387,0.531746,0.189065,0.19039,0.470025
6.725,0.469556,0.0,0.0,0.0,0.0,0.27746,0.523869,0.0,0.0,0.0,0.0,0.0,0.523869,0.0,0.0,0.369946,0.483123,0.093132,0.093785,0.463062
6.775,0.487436,0.0,0.0,0.0,0.0,0.13669,0.447343,0.0,0.0,0.0,0.0,0.0,0.361315,0.0,0.0,0.455633,0.504695,0.229407,0.231014,0.4216
6.825,0.374487,0.0,0.0,0.0,0.0,1.212249,0.316481,0.271269,0.27317,0.27317,0.269389,0.271269,0.339087,0.27317,0.27317,0.538777,0.384298,0.0,0.0,0.534957
6.875,0.425221,0.0,0.0,0.0,0.0,0.265485,0.36202,0.0,0.0,0.0,0.0,0.0,0.406576,0.0,0.0,0.353979,0.389868,0.267338,0.269211,0.409425
6.925,0.506086,0.0,0.0,0.0,0.0,0.0,0.494046,0.0,0.0,0.0,0.0,0.0,0.406216,0.0,0.0,0.392497,0.46111,0.0,0.0,0.563841
6.975,0.31958,0.0,0.0,0.0,0.0,0.0,0.476167,0.0,0.0,0.0,0.0,0.0,0.367947,0.0,0.0,0.472866,0.400413,0.086576,0.087182,0.577582
7.025,0.422624,0.0,0.0,0.0,0.0,0.254268,0.41607,0.128022,0.128918,0.128918,0.127134,0.128022,0.421405,0.128918,0.128918,0.21189,0.394733,0.128022,0.128918,0.343783
7.075,0.40152,0.0,0.0,0.0,0.0,0.0,0.436506,0.0,0.0,0.0,0.0,0.0,0.362878,0.0,0.0,0.250687,0.383915,0.0,0.0,0.402492
7.125,0.485543,0.0,0.0,0.0,0.0,0.370772,0.663751,0.0,0.0,0.0,0.0,0.0,0.497813,0.0,0.0,0.453165,0.502999,0.0,0.0,0.386419
7.175,0.567194,0.0,0.0,0.0,0.0,0.121874,0.654532,0.24545,0.247169,0.247169,0.243748,0.24545,0.710781,0.247169,0.247169,0.324997,0.490899,0.081817,0.08239,0.607624
7.225,0.777307,0.0,0.0,0.0,0.0,0.600965,0.882525,0.0,0.0,0.0,0.0,0.0,0.948084,0.0,0.0,0.200322,1.094331,0.161376,0.162507,1.310209
7.275,0.687843,8.168141,8.16746,8.16746,8.168365,3.79349,0.78588,6.391488,6.381166,6.381166,6.401514,6.391488,0.994784,6.381166,6.381166,4.109614,2.228317,6.550654,6.541446,1.567743
